Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
98,0,,,,,,,,,,,,,1.116060,1.162169,-1.315033,1046.393555,1045.090942,601.597168,,,,,,
99,0,,,,,,,,,,,,,1.124779,1.153245,-1.326596,1046.250244,1043.810547,602.303223,,,,,,
100,0,,,,,,,,,,,,,1.131180,1.151239,-1.332547,1046.739258,1044.879028,601.975403,,,,,,
101,0,,,,,,,,,,,,,1.137084,1.154541,-1.335809,1047.175049,1047.827759,600.786987,,,,,,
102,0,,,,,,,,,,,,,1.144533,1.150151,-1.343367,1047.208130,1048.303467,600.973511,,,,,,
103,0,,,,,,,,,,,,,1.149134,1.147887,-1.348181,1047.642456,1048.460083,600.808655,,,,,,
104,0,,,,,,,,,,,,,1.152665,1.145850,-1.352483,1047.900635,1048.374512,600.656311,,,,,,
105,0,,,,,,,,,,,,,1.156084,1.143339,-1.356739,1047.976196,1048.346069,600.736511,,,,,,
106,0,,,,,,,,,,,,,1.159662,1.140081,-1.361192,1047.537354,1048.377075,601.086670,,,,,,
107,0,,,,,,,,,,,,,1.160025,1.139853,-1.361694,1047.802368,1048.403198,601.085022,,,,,,
108,0,,,,,,,,,,,,,1.159819,1.140023,-1.361308,1047.900024,1048.432373,601.117371,,,,,,
109,0,,,,,,,,,,,,,1.156970,1.142930,-1.357258,1048.629395,1048.526978,600.795837,,,,,,
110,0,,,,,,,,,,,,,1.154122,1.144794,-1.354200,1048.710693,1048.524292,600.706726,,,,,,
111,0,,,,,,,,,,,,,1.149663,1.147300,-1.349740,1048.807861,1048.430176,600.704590,,,,,,
112,0,,,,,,,,,,,,,1.146074,1.148735,-1.346266,1048.519775,1048.329468,600.825378,,,,,,
113,0,,,,,,,,,,,,,1.139253,1.153561,-1.338396,1048.896118,1048.375732,600.585144,,,,,,
114,0,,,,,,,,,,,,,1.131871,1.157986,-1.329809,1049.102417,1048.119751,600.449951,,,,,,
115,0,,,,,,,,,,,,,1.126426,1.160672,-1.324082,1048.714233,1047.870850,600.692444,,,,,,
116,0,,,,,,,,,,,,,1.118175,1.166125,-1.315146,1048.804199,1047.801758,600.457520,,,,,,
117,0,,,,,,,,,,,,,1.111266,1.170074,-1.308338,1048.507935,1047.397339,600.345825,,,,,,
118,0,,,,,,,,,,,,,1.103703,1.174279,-1.300088,1048.368286,1047.127441,600.453064,,,,,,
119,0,,,,,,,,,,,,,1.096677,1.178476,-1.292131,1048.344360,1047.025391,600.469116,,,,,,
120,0,,,,,,,,,,,,,1.089719,1.182481,-1.284436,1048.328857,1046.779053,600.394775,,,,,,
121,0,,,,,,,,,,,,,1.080769,1.185205,-1.275224,1048.514038,1047.861328,601.243042,,,,,,
122,0,,,,,,,,,,,,,1.075410,1.188319,-1.269134,1048.349976,1047.694824,601.276733,,,,,,
123,0,,,,,,,,,,,,,1.071212,1.191290,-1.264216,1048.123047,1047.491699,601.296265,,,,,,
124,0,,,,,,,,,,,,,1.067584,1.193024,-1.260483,1047.894897,1047.198120,601.266052,,,,,,
125,0,,,,,,,,,,,,,1.065354,1.194394,-1.258040,1047.576538,1047.027344,601.250427,,,,,,
126,0,,,,,,,,,,,,,1.064208,1.195310,-1.256551,1047.288818,1046.862671,601.287231,,,,,,
127,0,,,,,,,,,,,,,1.064326,1.195152,-1.256442,1047.025757,1046.645264,601.314270,,,,,,
128,0,,,,,,,,,,,,,1.065803,1.194211,-1.258397,1046.562866,1046.221313,601.318542,,,,,,
129,0,,,,,,,,,,,,,1.068155,1.192977,-1.260607,1046.349243,1046.144775,601.282959,,,,,,
130,0,,,,,,,,,,,,,1.071700,1.191112,-1.264876,1045.825317,1045.801758,601.183899,,,,,,
131,0,,,,,,,,,,,,,1.076205,1.188706,-1.269269,1045.562378,1045.829102,601.187866,,,,,,
132,0,,,,,,,,,,,,,1.081448,1.185768,-1.275022,1045.199341,1045.703857,601.107910,,,,,,
133,0,,,,,,,,,,,,,1.087138,1.182229,-1.281728,1044.746948,1045.571289,601.079651,,,,,,
134,0,,,,,,,,,,,,,1.094599,1.178856,-1.288811,1044.467285,1045.589478,601.081482,,,,,,
135,0,,,,,,,,,,,,,1.101555,1.174768,-1.296406,1044.040649,1045.466187,601.056885,,,,,,
136,0,,,,,,,,,,,,,1.110969,1.170062,-1.306526,1043.376465,1043.951294,600.621826,,,,,,
137,0,,,,,,,,,,,,,1.117300,1.166467,-1.313739,1043.136597,1043.833252,600.578308,,,,,,
138,0,,,,,,,,,,,,,1.124819,1.161922,-1.321617,1042.766968,1043.718872,600.644836,,,,,,
139,0,,,,,,,,,,,,,1.131767,1.157246,-1.329286,1042.322510,1043.713013,600.795044,,,,,,
140,0,,,,,,,,,,,,,1.137373,1.153687,-1.335431,1042.194580,1043.627197,600.820679,,,,,,
141,0,,,,,,,,,,,,,1.142751,1.150841,-1.341257,1041.941406,1043.688843,600.875061,,,,,,
142,0,,,,,,,,,,,,,1.147152,1.148094,-1.346112,1041.725220,1043.620483,600.865112,,,,,,
143,0,,,,,,,,,,,,,1.152300,1.144373,-1.351723,1041.224487,1043.633911,601.107056,,,,,,
144,0,,,,,,,,,,,,,1.153459,1.143475,-1.353665,1041.217407,1043.688110,601.021973,,,,,,
145,0,,,,,,,,,,,,,1.154556,1.143108,-1.354719,1041.210449,1043.734253,600.956177,,,,,,
146,0,,,,,,,,,,,,,1.155265,1.142452,-1.355393,1041.030884,1043.676636,600.981812,,,,,,
147,0,,,,,,,,,,,,,1.154119,1.143470,-1.354202,1041.007202,1043.724731,600.959534,,,,,,
148,0,,,,,,,,,,,,,1.153332,1.143987,-1.352935,1040.794312,1043.688232,601.083557,,,,,,
