Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
97,0,,,,,,,0.003382,0.000052,0.006116,1033.919434,1041.861816,573.814087,2.157598,2.284866,-0.019373,49.367382,-1161.804932,302.140747,,,,,,
98,0,,,,,,,0.003368,0.000034,0.006204,1033.871948,1041.800171,573.838013,2.157443,2.284930,-0.019566,49.338135,-1161.776001,302.092804,,,,,,
99,0,,,,,,,0.003375,0.000018,0.006246,1033.835571,1041.703491,573.857544,2.157484,2.284978,-0.019473,49.315319,-1161.802612,302.099060,,,,,,
100,0,,,,,,,0.003358,-0.000005,0.006396,1033.790039,1041.652954,573.858215,2.157536,2.284976,-0.019474,49.338486,-1161.765991,302.101593,,,,,,
101,0,,,,,,,0.003319,-0.000023,0.006434,1033.763062,1041.557373,573.877930,2.157437,2.284940,-0.019465,49.347095,-1161.765625,302.103760,,,,,,
102,0,,,,,,,0.003339,0.000023,0.006399,1033.722534,1041.432251,573.863159,2.157506,2.284938,-0.019528,49.315212,-1161.781616,302.099548,,,,,,
103,0,,,,,,,0.003373,-0.000095,0.006464,1033.671387,1041.394531,573.830688,2.157513,2.284948,-0.019536,49.329620,-1161.781738,302.093597,,,,,,
104,0,,,,,,,0.003329,0.000023,0.006410,1033.670532,1041.273438,573.866150,2.157464,2.284943,-0.019535,49.314678,-1161.788452,302.094788,,,,,,
105,0,,,,,,,0.003235,0.000027,0.006424,1033.664673,1041.171997,573.886963,2.157502,2.284935,-0.019497,49.332851,-1161.793091,302.081543,,,,,,
106,0,,,,,,,0.003180,-0.000082,0.006360,1033.649170,1041.092163,573.891296,2.157499,2.284944,-0.019521,49.328533,-1161.792358,302.094940,,,,,,
107,0,,,,,,,0.003225,0.000000,0.006315,1033.637329,1041.015625,573.867371,2.157554,2.284907,-0.019469,49.328537,-1161.768677,302.096191,,,,,,
108,0,,,,,,,0.003261,-0.000056,0.006185,1033.623047,1040.955811,573.845947,2.157576,2.284936,-0.019428,49.356426,-1161.817871,302.133179,,,,,,
109,0,,,,,,,0.003176,-0.000040,0.006171,1033.633179,1040.872559,573.880859,2.157481,2.284932,-0.019494,49.331055,-1161.763184,302.084503,,,,,,

